Record_number,Study_midyear,Latitude,Longitude,Biome,Ecosystem_type,MAT,MAP,Rs_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Decade,spring_ratio,summer_ratio,autumn_ratio,winter_ratio
960.0,2005.0,40.82,-96.65,Temperate,Agriculture,10.7,755.0,581.0,,,,,,2000,,,,
961.0,2005.0,40.82,-96.65,Temperate,Agriculture,10.7,755.0,429.0,,,,,,2000,,,,
962.0,2005.0,40.82,-96.65,Temperate,Agriculture,10.7,755.0,498.0,,,,,,2000,,,,
963.0,2005.0,40.82,-96.65,Temperate,Agriculture,10.7,755.0,636.0,,,,,,2000,,,,
964.0,2003.5,41.22,0.92,Mediterranean,Forest,12.0,687.0,859.0,,,,,,2000,,,,
965.0,2004.5,41.22,0.92,Mediterranean,Forest,12.0,687.0,397.0,,,,,,2000,,,,
968.0,2001.0,55.17,-2.05,Temperate,Forest,7.5,950.0,213.0,,,,,,2000,,,,
969.0,2001.0,55.17,-2.05,Temperate,Forest,7.5,950.0,608.0,,,,,,2000,,,,
970.0,2001.0,55.17,-2.05,Temperate,Forest,7.5,950.0,709.0,,,,,,2000,,,,
971.0,2001.0,55.17,-2.05,Temperate,Grassland,7.5,950.0,1522.0,,,,,,2000,,,,
972.0,2002.0,55.17,-2.05,Temperate,Forest,7.5,950.0,275.0,,,,,,2000,,,,
973.0,2002.0,55.17,-2.05,Temperate,Forest,7.5,950.0,371.0,,,,,,2000,,,,
974.0,2002.0,55.17,-2.05,Temperate,Forest,7.5,950.0,646.0,,,,,,2000,,,,
975.0,2002.0,55.17,-2.05,Temperate,Grassland,7.5,950.0,903.0,,,,,,2000,,,,
992.0,2004.5,44.6,-121.53,Temperate,Forest,5.5,2800.0,373.0,,,,,,2000,,,,
993.0,2004.5,44.58,-121.54,Temperate,Forest,5.5,2800.0,599.0,,,,,,2000,,,,
994.0,2004.5,44.56,-121.5,Temperate,Forest,5.5,2800.0,471.0,,,,,,2000,,,,
995.0,2004.5,44.56,-121.5,Temperate,Forest,5.5,2800.0,479.0,,,,,,2000,,,,
996.0,2004.5,44.57,-121.54,Temperate,Forest,5.5,2800.0,495.0,,,,,,2000,,,,
997.0,2004.5,44.57,-121.53,Temperate,Forest,5.5,2800.0,699.0,,,,,,2000,,,,
998.0,2004.5,44.6,-121.53,Temperate,Forest,5.5,2800.0,448.0,,,,,,2000,,,,
999.0,2004.5,44.58,-121.51,Temperate,Forest,5.5,2800.0,449.0,,,,,,2000,,,,
1000.0,2004.5,44.59,-121.53,Temperate,Forest,5.5,2800.0,540.0,,,,,,2000,,,,
1001.0,2004.5,44.57,-121.52,Temperate,Forest,5.5,2800.0,451.0,,,,,,2000,,,,
1002.0,2004.5,44.58,-121.5,Temperate,Forest,5.5,2800.0,351.0,,,,,,2000,,,,
1003.0,2004.5,44.58,-121.51,Temperate,Forest,5.5,2800.0,468.0,,,,,,2000,,,,
1004.0,2003.0,49.87,-125.33,Temperate,Forest,8.6,1450.0,932.0,,,,,,2000,,,,
1005.0,2004.0,49.87,-125.33,Temperate,Forest,8.6,1450.0,1016.0,,,,,,2000,,,,
1006.0,2005.0,49.87,-125.33,Temperate,Forest,8.6,1450.0,994.0,,,,,,2000,,,,
1008.0,2002.0,45.6,-62.0,Temperate,Forest,5.5,1290.0,342.0,,,,,,2000,,,,
1009.0,2002.0,45.6,-62.0,Temperate,Grassland,5.5,1290.0,517.0,,,,,,2000,,,,
1010.0,2002.0,45.6,-62.0,Temperate,Forest,5.5,1290.0,219.0,,,,,,2000,,,,
1011.0,2002.0,45.6,-62.0,Temperate,Grassland,5.5,1290.0,533.0,,,,,,2000,,,,
1012.0,2003.0,45.6,-62.0,Temperate,Forest,5.5,1290.0,245.0,,,,,,2000,,,,
1013.0,2003.0,45.6,-62.0,Temperate,Grassland,5.5,1290.0,366.0,,,,,,2000,,,,
1014.0,2003.0,45.6,-62.0,Temperate,Forest,5.5,1290.0,305.0,,,,,,2000,,,,
1015.0,2003.0,45.6,-62.0,Temperate,Grassland,5.5,1290.0,440.0,,,,,,2000,,,,
1016.0,2004.5,64.87,-147.85,Boreal,Forest,-3.3,270.0,213.0,,,,0.3,,2000,,,,0.001408450704225352
1021.0,2002.5,44.17,-96.68,Temperate,Agriculture,6.3,602.0,1170.0,,,,,3.03,2000,,,,
1026.0,2005.0,-37.44,145.23,Temperate,Forest,12.6,1207.0,1470.0,,,,,0.0,2000,,,,
1027.0,2005.0,-37.44,145.23,Temperate,Forest,12.6,1207.0,1020.0,,,,,0.0,2000,,,,
1028.0,2005.0,-37.44,145.23,Temperate,Forest,12.6,1207.0,861.0,,,,,0.0,2000,,,,
1029.0,2005.5,23.17,112.17,Tropical,Forest,21.4,1927.0,780.0,,,,,,2000,,,,
1030.0,2005.5,23.17,112.17,Tropical,Forest,21.4,1927.0,622.0,,,,,,2000,,,,
1031.0,2005.5,23.17,112.17,Tropical,Forest,21.4,1927.0,701.0,,,,,,2000,,,,
1032.0,2005.5,23.17,112.17,Tropical,Forest,21.4,1927.0,578.0,,,,,,2000,,,,
1033.0,2005.5,23.17,112.17,Tropical,Forest,21.4,1927.0,552.0,,,,,,2000,,,,
1034.0,2005.5,23.17,112.17,Tropical,Forest,21.4,1927.0,534.0,,,,,,2000,,,,
1036.0,2004.5,48.67,7.06,Temperate,Forest,9.7,913.0,528.0,,,,,,2000,,,,
1037.0,2004.5,48.68,7.07,Temperate,Forest,9.7,913.0,527.0,,,,,,2000,,,,
1038.0,1997.5,33.0,131.0,Temperate,Forest,15.3,2663.0,468.0,,,,,,1990,,,,
1039.0,2003.0,34.97,136.0,Temperate,Forest,8.6,900.0,714.0,,,,,,2000,,,,
1040.0,2004.0,34.97,136.0,Temperate,Forest,8.6,900.0,714.0,,,,,,2000,,,,
1051.0,2001.0,51.31,4.52,Temperate,Forest,9.8,767.0,840.0,,,,,,2000,,,,
1052.0,2001.0,51.31,4.52,Temperate,Forest,9.8,767.0,970.0,,,,,,2000,,,,
1053.0,2001.0,51.31,4.52,Temperate,Forest,9.8,767.0,910.0,,,,,,2000,,,,
1054.0,2001.0,51.31,4.52,Temperate,Forest,9.8,767.0,410.0,,,,,,2000,,,,
1055.0,2001.0,51.31,4.52,Temperate,Forest,9.8,767.0,510.0,,,,,,2000,,,,
1056.0,2001.0,51.31,4.52,Temperate,Forest,9.8,767.0,570.0,,,,,,2000,,,,
1057.0,2002.5,-1.72,-51.46,Tropical,Forest,26.0,2272.0,1627.0,,,,,,2000,,,,
1058.0,2002.5,-1.72,-51.46,Tropical,Forest,26.0,2272.0,1211.0,,,,,,2000,,,,
1059.0,2003.0,35.57,-83.48,Temperate,Forest,8.5,2300.0,179.0,,,,,,2000,,,,
1060.0,2003.0,35.57,-83.48,Temperate,Forest,8.5,2300.0,164.0,,,,,,2000,,,,
1061.0,2003.0,35.57,-83.48,Temperate,Forest,8.5,2300.0,137.0,,,,,,2000,,,,
1062.0,2003.0,35.57,-83.48,Temperate,Forest,8.5,2300.0,100.0,,,,,,2000,,,,
1064.0,1998.5,38.9,-120.63,Mediterranean,Forest,11.9,1660.0,1446.0,,,,,,1990,,,,
1066.0,1997.0,39.08,-96.58,Temperate,Grassland,12.9,844.0,1072.0,,,,,,1990,,,,
1067.0,1997.0,39.08,-96.58,Temperate,Grassland,12.9,844.0,1113.0,,,,,,1990,,,,
1068.0,1997.0,39.08,-96.58,Temperate,Grassland,12.9,844.0,1342.0,,,,,,1990,,,,
1072.0,1999.0,36.13,137.43,Temperate,Forest,6.1,2175.0,754.0,,,,,,1990,,,,
1073.0,2000.0,36.13,137.43,Temperate,Forest,6.1,2175.0,849.0,,,,,,2000,,,,
1074.0,1998.5,43.55,116.68,Temperate,Grassland,0.3,350.0,347.0,,,,,,1990,,,,
1082.0,2000.5,45.6,-62.0,Temperate,Grassland,5.5,1290.0,290.0,,,,,,2000,,,,
1083.0,2000.5,45.6,-62.0,Temperate,Forest,5.5,1290.0,280.0,,,,,,2000,,,,
1084.0,2000.5,45.6,-62.0,Temperate,Grassland,5.5,1290.0,340.0,,,,,,2000,,,,
1085.0,2000.5,45.6,-62.0,Temperate,Forest,5.5,1290.0,220.0,,,,,,2000,,,,
1086.0,1999.5,-12.47,131.13,Tropical,Savanna,31.5,1700.0,1430.0,,,,,,1990,,,,
1087.0,1993.0,44.92,-68.68,Temperate,Forest,6.0,1020.0,518.0,,,,,,1990,,,,
1097.0,1999.0,54.83,37.58,Temperate,Forest,5.4,670.0,684.0,,,,,2.86,1990,,,,
1098.0,1999.0,54.83,37.58,Temperate,Grassland,5.4,670.0,906.0,,,,,3.83,1990,,,,
1099.0,1999.0,54.83,37.58,Temperate,Forest,5.4,670.0,660.0,,,,,2.78,1990,,,,
1100.0,1999.0,54.83,37.58,Temperate,Grassland,5.4,670.0,591.0,,,,,2.5,1990,,,,
1101.0,1999.0,54.83,37.58,Temperate,Agriculture,5.4,670.0,422.0,,,,,1.96,1990,,,,
1103.0,1998.0,47.32,-71.1,Temperate,Forest,8.6,900.0,730.0,,,,,,1990,,,,
1104.0,1999.0,47.32,-71.1,Temperate,Forest,8.6,900.0,720.0,,,,,,1990,,,,
1105.0,2000.0,47.32,-71.1,Temperate,Forest,8.6,900.0,550.0,,,,,,2000,,,,
1107.0,1998.0,47.73,-68.15,Temperate,Forest,8.6,900.0,1230.0,,,,,,1990,,,,
1108.0,1999.0,47.73,-68.15,Temperate,Forest,8.6,900.0,1300.0,,,,,,1990,,,,
1109.0,2000.0,47.73,-68.15,Temperate,Forest,8.6,900.0,1030.0,,,,,,2000,,,,
1111.0,1998.0,46.03,-66.38,Temperate,Forest,8.6,900.0,1540.0,,,,,,1990,,,,
1112.0,1999.0,46.03,-66.38,Temperate,Forest,8.6,900.0,1680.0,,,,,,1990,,,,
1113.0,2000.0,46.03,-66.38,Temperate,Forest,8.6,900.0,1350.0,,,,,,2000,,,,
1124.0,1999.5,28.26,116.93,Subtropical,Agriculture,17.6,1795.0,450.0,,,,,,1990,,,,
1125.0,1999.0,41.8,-4.92,Temperate,Agriculture,15.0,500.0,757.0,,,,,,1990,,,,
1126.0,2001.5,35.2,-97.4,Temperate,Grassland,16.3,914.0,1143.0,,,,,,2000,,,,
1127.0,2001.5,35.2,-97.4,Temperate,Grassland,16.3,914.0,1132.0,,,,,,2000,,,,
1128.0,2001.5,35.2,-97.4,Temperate,Grassland,16.3,914.0,1079.0,,,,,,2000,,,,
1129.0,2001.5,35.2,-97.4,Temperate,Grassland,16.3,914.0,1090.0,,,,,,2000,,,,
1132.0,1998.5,37.53,101.25,Temperate,Grassland,-1.7,560.0,555.0,,,,,,1990,,,,
1133.0,1998.5,37.53,101.25,Temperate,Grassland,-1.7,560.0,418.0,,,,,,1990,,,,
1134.0,2001.5,5.33,162.95,Tropical,Forest,27.0,5000.0,812.0,,,,,,2000,,,,
1135.0,2001.5,5.29,163.03,Tropical,Forest,27.0,5000.0,814.0,,,,,,2000,,,,
1136.0,2001.5,5.29,163.03,Tropical,Agriculture,27.0,5000.0,479.0,,,,,,2000,,,,
1137.0,2001.5,6.8,158.25,Tropical,Forest,27.0,4800.0,961.0,,,,,,2000,,,,
1138.0,2001.5,22.15,-159.62,Tropical,Wetland,15.0,4900.0,314.0,,,,,,2000,,,,
1139.0,2001.5,20.73,-156.13,Tropical,Wetland,11.0,4700.0,685.0,,,,,,2000,,,,
1140.0,1998.0,29.73,-82.16,Temperate,Forest,24.0,1332.0,1162.0,,,,,,1990,,,,
1141.0,1999.0,29.73,-82.16,Temperate,Forest,24.0,1332.0,1115.0,,,,,,1990,,,,
1142.0,1999.0,29.73,-82.16,Temperate,Forest,24.0,1332.0,952.0,,,,,,1990,,,,
1143.0,1996.0,29.73,-82.16,Temperate,Forest,24.0,1332.0,1035.0,,,,,,1990,,,,
1144.0,1993.5,-10.5,-62.5,Tropical,Forest,25.0,2180.0,1436.0,,,,,,1990,,,,
1145.0,1993.5,-10.5,-62.5,Tropical,Forest,25.0,2180.0,1324.0,,,,,,1990,,,,
1146.0,1993.5,-10.5,-62.5,Tropical,Forest,25.0,2180.0,1393.0,,,,,,1990,,,,
1147.0,1995.0,-10.5,-62.5,Tropical,Forest,25.0,2180.0,1297.0,,,,,,1990,,,,
1148.0,1995.0,-10.5,-62.5,Tropical,Forest,25.0,2180.0,1362.0,,,,,,1990,,,,
1149.0,1993.5,-10.5,-62.5,Tropical,Forest,25.0,2180.0,1268.0,,,,,,1990,,,,
1150.0,1993.5,-10.5,-62.5,Tropical,Forest,25.0,2180.0,1414.0,,,,,,1990,,,,
1151.0,1999.0,53.85,-104.63,Boreal,Forest,1.5,405.0,440.0,,,,,,1990,,,,
1152.0,1999.0,53.91,-104.66,Boreal,Forest,1.5,405.0,240.0,,,,,,1990,,,,
1153.0,1999.0,53.91,-104.65,Boreal,Forest,1.5,405.0,330.0,,,,,,1990,,,,
1154.0,1999.0,53.88,-104.65,Boreal,Forest,1.5,405.0,570.0,,,,,,1990,,,,
1155.0,1999.0,53.92,-104.69,Boreal,Forest,1.5,405.0,320.0,,,,,,1990,,,,
1156.0,2000.0,53.85,-104.63,Boreal,Forest,1.5,405.0,430.0,,,,,,2000,,,,
1157.0,2000.0,53.91,-104.66,Boreal,Forest,1.5,405.0,230.0,,,,,,2000,,,,
1158.0,2000.0,53.91,-104.65,Boreal,Forest,1.5,405.0,320.0,,,,,,2000,,,,
1159.0,2000.0,53.88,-104.65,Boreal,Forest,1.5,405.0,550.0,,,,,,2000,,,,
1160.0,2000.0,53.92,-104.69,Boreal,Forest,1.5,405.0,320.0,,,,,,2000,,,,
1163.0,1999.0,-44.23,170.15,Temperate,Grassland,8.7,646.0,984.0,,,,,,1990,,,,
1165.0,1997.0,35.97,-79.08,Temperate,Forest,15.5,1140.0,1457.0,,,,,,1990,,,,
1166.0,1998.0,35.97,-79.08,Temperate,Forest,15.5,1140.0,1503.0,,,,,,1990,,,,
1167.0,1999.0,35.97,-79.08,Temperate,Forest,15.5,1140.0,1591.0,,,,,,1990,,,,
1168.0,2000.0,35.97,-79.08,Temperate,Forest,15.5,1140.0,2000.0,,,,,,2000,,,,
1169.0,2001.0,35.97,-79.08,Temperate,Forest,15.5,1140.0,2194.0,,,,,,2000,,,,
1170.0,1997.0,35.9,-84.33,Temperate,Forest,14.2,1390.0,600.0,,,,,,1990,,,,
1171.0,1998.0,35.9,-84.33,Temperate,Forest,14.2,1390.0,784.0,,,,,,1990,,,,
1172.0,1999.0,35.9,-84.33,Temperate,Forest,14.2,1390.0,898.0,,,,,,1990,,,,
1173.0,2000.0,35.9,-84.33,Temperate,Forest,14.2,1390.0,996.0,,,,,,2000,,,,
1174.0,2001.0,35.9,-84.33,Temperate,Forest,14.2,1390.0,698.0,,,,,,2000,,,,
1175.0,1998.0,46.67,-89.62,Temperate,Forest,4.9,810.0,707.0,,,,,,1990,,,,
1176.0,1999.0,46.67,-89.62,Temperate,Forest,4.9,810.0,997.0,,,,,,1990,,,,
1177.0,2000.0,46.67,-89.62,Temperate,Forest,4.9,810.0,710.0,,,,,,2000,,,,
1178.0,2001.0,46.67,-89.62,Temperate,Forest,4.9,810.0,1033.0,,,,,,2000,,,,
1179.0,1998.0,46.67,-89.62,Temperate,Forest,4.9,810.0,657.0,,,,,,1990,,,,
1180.0,1999.0,46.67,-89.62,Temperate,Forest,4.9,810.0,860.0,,,,,,1990,,,,
1181.0,2000.0,46.67,-89.62,Temperate,Forest,4.9,810.0,606.0,,,,,,2000,,,,
1182.0,2001.0,46.67,-89.62,Temperate,Forest,4.9,810.0,924.0,,,,,,2000,,,,
1183.0,2000.0,42.37,11.8,Temperate,Forest,14.1,818.0,808.0,,,,,,2000,,,,
1184.0,2001.0,42.37,11.8,Temperate,Forest,14.1,818.0,724.0,,,,,,2000,,,,
1185.0,2000.0,42.37,11.8,Temperate,Forest,14.1,818.0,747.0,,,,,,2000,,,,
1186.0,2001.0,42.37,11.8,Temperate,Forest,14.1,818.0,751.0,,,,,,2000,,,,
1187.0,2000.0,42.37,11.8,Temperate,Forest,14.1,818.0,707.0,,,,,,2000,,,,
1188.0,2001.0,42.37,11.8,Temperate,Forest,14.1,818.0,753.0,,,,,,2000,,,,
1189.0,1996.0,35.97,-79.08,Temperate,Forest,15.5,1140.0,1885.0,,,,,,1990,,,,
1190.0,1997.0,35.97,-79.08,Temperate,Forest,15.5,1140.0,1885.0,,,,,,1990,,,,
1191.0,1998.0,35.97,-79.08,Temperate,Forest,15.5,1140.0,2092.0,,,,,,1990,,,,
1192.0,1999.0,35.97,-79.08,Temperate,Forest,15.5,1140.0,1840.0,,,,,,1990,,,,
1193.0,2000.0,35.97,-79.08,Temperate,Forest,15.5,1140.0,2340.0,,,,,,2000,,,,
1194.0,2001.0,35.97,-79.08,Temperate,Forest,15.5,1140.0,2414.0,,,,,,2000,,,,
1195.0,1997.0,35.9,-84.33,Temperate,Forest,14.2,1390.0,598.0,,,,,,1990,,,,
1196.0,1998.0,35.9,-84.33,Temperate,Forest,14.2,1390.0,849.0,,,,,,1990,,,,
1197.0,1999.0,35.9,-84.33,Temperate,Forest,14.2,1390.0,999.0,,,,,,1990,,,,
1198.0,2000.0,35.9,-84.33,Temperate,Forest,14.2,1390.0,1166.0,,,,,,2000,,,,
1199.0,2001.0,35.9,-84.33,Temperate,Forest,14.2,1390.0,772.0,,,,,,2000,,,,
1200.0,1998.0,46.67,-89.62,Temperate,Forest,4.9,810.0,797.0,,,,,,1990,,,,
1201.0,1999.0,46.67,-89.62,Temperate,Forest,4.9,810.0,1489.0,,,,,,1990,,,,
1202.0,2000.0,46.67,-89.62,Temperate,Forest,4.9,810.0,865.0,,,,,,2000,,,,
1203.0,2001.0,46.67,-89.62,Temperate,Forest,4.9,810.0,1060.0,,,,,,2000,,,,
1204.0,1998.0,46.67,-89.62,Temperate,Forest,4.9,810.0,936.0,,,,,,1990,,,,
1205.0,1999.0,46.67,-89.62,Temperate,Forest,4.9,810.0,1373.0,,,,,,1990,,,,
1206.0,2000.0,46.67,-89.62,Temperate,Forest,4.9,810.0,737.0,,,,,,2000,,,,
1207.0,2001.0,46.67,-89.62,Temperate,Forest,4.9,810.0,1093.0,,,,,,2000,,,,
1208.0,2000.0,42.37,11.8,Temperate,Forest,14.1,818.0,1096.0,,,,,,2000,,,,
1209.0,2001.0,42.37,11.8,Temperate,Forest,14.1,818.0,1062.0,,,,,,2000,,,,
1210.0,2000.0,42.37,11.8,Temperate,Forest,14.1,818.0,1117.0,,,,,,2000,,,,
1211.0,2001.0,42.37,11.8,Temperate,Forest,14.1,818.0,1069.0,,,,,,2000,,,,
1212.0,2000.0,42.37,11.8,Temperate,Forest,14.1,818.0,960.0,,,,,,2000,,,,
1213.0,2001.0,42.37,11.8,Temperate,Forest,14.1,818.0,1011.0,,,,,,2000,,,,
1214.0,2001.0,42.73,141.52,Temperate,Forest,7.3,1250.0,665.0,,,,,,2000,,,,
1215.0,2001.0,42.73,141.52,Temperate,Forest,7.3,1250.0,1153.0,,,,,,2000,,,,
1216.0,2001.0,42.73,141.52,Temperate,Forest,7.3,1250.0,720.0,,,,,,2000,,,,
1217.0,2001.0,42.73,141.52,Temperate,Forest,7.3,1250.0,902.0,,,,,,2000,,,,
1222.0,1999.5,28.26,116.93,Subtropical,Agriculture,17.6,1795.0,581.0,,,,,,1990,,,,
1223.0,1999.5,28.26,116.93,Subtropical,Agriculture,17.6,1795.0,385.0,,,,,,1990,,,,
1224.0,1999.5,28.26,116.93,Subtropical,Agriculture,17.6,1795.0,775.0,,,,,,1990,,,,
1225.0,1996.0,34.91,-79.48,Temperate,Forest,17.0,1210.0,811.0,,,,,,1990,,,,
1226.0,1996.0,34.91,-79.48,Temperate,Forest,17.0,1210.0,1038.0,,,,,,1990,,,,
1227.0,1996.0,34.91,-79.48,Temperate,Forest,17.0,1210.0,926.0,,,,,,1990,,,,
1228.0,1996.0,34.91,-79.48,Temperate,Forest,17.0,1210.0,938.0,,,,,,1990,,,,
1231.0,1996.0,27.67,-98.2,Subtropical,Grassland,22.4,716.0,611.0,,,,,,1990,,,,
1232.0,1996.0,27.67,-98.2,Subtropical,Forest,22.4,716.0,683.0,,,,,,1990,,,,
1233.0,1996.0,27.67,-98.2,Subtropical,Forest,22.4,716.0,780.0,,,,,,1990,,,,
1234.0,1996.0,27.67,-98.2,Subtropical,Forest,22.4,716.0,771.0,,,,,,1990,,,,
1257.0,2000.5,30.82,-84.76,Temperate,Forest,18.9,1257.0,966.0,,,,,,2000,,,,
1258.0,2000.5,30.82,-84.76,Temperate,Forest,18.9,1257.0,893.0,,,,,,2000,,,,
1259.0,2000.5,30.82,-84.76,Temperate,Forest,18.9,1257.0,778.0,,,,,,2000,,,,
1260.0,2000.5,30.82,-84.76,Temperate,Forest,18.9,1257.0,857.0,,,,,,2000,,,,
1261.0,1999.5,39.0,-96.0,Temperate,Grassland,13.0,835.0,858.0,,,,,,1990,,,,
1262.0,1999.5,39.0,-96.0,Temperate,Forest,13.0,835.0,534.0,,,,,,1990,,,,
1263.0,2001.0,-1.5,103.6,Tropical,Forest,26.0,2490.0,980.0,,,,,,2000,,,,
1264.0,2001.0,-1.5,103.6,Tropical,Forest,26.0,2490.0,1680.0,,,,,,2000,,,,
1265.0,2001.0,-1.5,103.6,Tropical,Agriculture,26.0,2490.0,2653.0,,,,,,2000,,,,
1266.0,1998.0,36.07,-79.1,Temperate,Forest,15.5,1140.0,1670.0,,,,,,1990,,,,
1267.0,1999.0,36.07,-79.1,Temperate,Forest,15.5,1140.0,1650.0,,,,,,1990,,,,
1268.0,2000.0,36.07,-79.1,Temperate,Forest,15.5,1140.0,1590.0,,,,,,2000,,,,
1269.0,2001.0,36.07,-79.1,Temperate,Forest,15.5,1140.0,1530.0,,,,,,2000,,,,
1270.0,2002.0,36.07,-79.1,Temperate,Forest,15.5,1140.0,1470.0,,,,,,2000,,,,
1271.0,2003.0,36.07,-79.1,Temperate,Forest,15.5,1140.0,1390.0,,,,,,2000,,,,
1272.0,1998.0,36.07,-79.1,Temperate,Forest,15.5,1140.0,1960.0,,,,,,1990,,,,
1273.0,1999.0,36.07,-79.1,Temperate,Forest,15.5,1140.0,1950.0,,,,,,1990,,,,
1274.0,2000.0,36.07,-79.1,Temperate,Forest,15.5,1140.0,1890.0,,,,,,2000,,,,
1275.0,2001.0,36.07,-79.1,Temperate,Forest,15.5,1140.0,1800.0,,,,,,2000,,,,
1276.0,2002.0,36.07,-79.1,Temperate,Forest,15.5,1140.0,1690.0,,,,,,2000,,,,
1277.0,2003.0,36.07,-79.1,Temperate,Forest,15.5,1140.0,1520.0,,,,,,2000,,,,
1280.0,2002.0,42.53,-72.18,Temperate,Forest,8.5,1050.0,1148.0,,,,,,2000,,,,
1281.0,2002.0,42.53,-72.18,Temperate,Forest,8.5,1050.0,964.0,,,,,,2000,,,,
1284.0,2003.5,19.53,-96.99,Subtropical,Forest,19.3,2081.0,436.0,,,,,,2000,,,,
1285.0,2003.5,19.53,-96.99,Subtropical,Agriculture,19.3,2081.0,672.0,,,,,,2000,,,,
1286.0,2003.5,19.53,-96.99,Subtropical,Grassland,19.3,2081.0,1072.0,,,,,,2000,,,,
1287.0,2004.0,8.72,-83.62,Tropical,Forest,27.0,5000.0,1880.0,,,,,,2000,,,,
1288.0,2004.0,8.72,-83.62,Tropical,Forest,27.0,5000.0,2310.0,,,,,,2000,,,,
1289.0,2004.0,8.72,-83.62,Tropical,Forest,27.0,5000.0,2139.0,,,,,,2000,,,,
1314.0,1997.0,45.2,-68.73,Temperate,Forest,5.5,1000.0,610.0,,,,,,1990,,,,
1315.0,1998.0,45.2,-68.73,Temperate,Forest,5.5,1000.0,760.0,,,,,,1990,,,,
1316.0,1999.0,45.2,-68.73,Temperate,Forest,5.5,1000.0,750.0,,,,,,1990,,,,
1317.0,2000.0,45.2,-68.73,Temperate,Forest,5.5,1000.0,730.0,,,,,,2000,,,,
1318.0,2001.0,45.2,-68.73,Temperate,Forest,5.5,1000.0,730.0,,,,,,2000,,,,
1319.0,2002.0,45.2,-68.73,Temperate,Forest,5.5,1000.0,750.0,,,,,,2000,,,,
1320.0,2003.0,45.2,-68.73,Temperate,Forest,5.5,1000.0,810.0,,,,,,2000,,,,
1321.0,1996.0,42.53,-72.18,Temperate,Forest,8.5,1050.0,864.0,,,,,,1990,,,,
1322.0,1997.0,42.53,-72.18,Temperate,Forest,8.5,1050.0,617.0,,,,,,1990,,,,
1323.0,1998.0,42.53,-72.18,Temperate,Forest,8.5,1050.0,1005.0,,,,,,1990,,,,
1324.0,1999.0,42.53,-72.18,Temperate,Forest,8.5,1050.0,452.0,,,,,,1990,,,,
1325.0,2000.0,42.53,-72.18,Temperate,Forest,8.5,1050.0,881.0,,,,,,2000,,,,
1326.0,2001.0,42.53,-72.18,Temperate,Forest,8.5,1050.0,713.0,,,,,,2000,,,,
1327.0,2002.0,42.53,-72.18,Temperate,Forest,8.5,1050.0,844.0,,,,,,2000,,,,
1328.0,2003.0,42.53,-72.18,Temperate,Forest,8.5,1050.0,851.0,,,,,,2000,,,,
1329.0,2001.0,-4.35,11.75,Tropical,Forest,25.0,1400.0,1570.0,,,,,,2000,,,,
1330.0,2001.0,-4.35,11.75,Tropical,Forest,25.0,1400.0,910.0,,,,,,2000,,,,
1331.0,2002.5,37.98,-109.75,Temperate,Grassland,12.5,207.0,151.0,,,,,,2000,,,,
1342.0,2002.0,46.77,-100.92,Temperate,Grassland,5.0,404.0,1000.0,,,,,,2000,,,,
1343.0,2002.0,46.77,-100.92,Temperate,Agriculture,5.0,404.0,600.0,,,,,,2000,,,,
1344.0,2002.0,46.77,-100.92,Temperate,Agriculture,5.0,404.0,700.0,,,,,,2000,,,,
1346.0,2001.0,53.7,-106.2,Boreal,Forest,0.3,456.0,914.0,,,,,,2000,,,,
1347.0,2002.0,53.7,-106.2,Boreal,Forest,0.3,456.0,745.0,,,,,,2000,,,,
1348.0,2003.0,53.7,-106.2,Boreal,Forest,0.3,456.0,827.0,,,,,,2000,,,,
1364.0,1965.5,45.5,-93.17,Temperate,Forest,5.8,802.0,794.0,,,,,,1960,,,,
1365.0,1965.5,45.5,-93.17,Temperate,Wetland,5.8,802.0,707.0,,,,,,1960,,,,
1366.0,1965.5,45.5,-93.17,Temperate,Wetland,5.8,802.0,739.0,,,,,,1960,,,,
1367.0,1969.5,38.75,-92.2,Temperate,Forest,12.8,961.0,1013.0,,,,,,1960,,,,
1370.0,2006.0,24.58,121.42,Subtropical,Forest,12.7,5000.0,176.0,,,,,,2000,,,,
1371.0,2004.0,56.48,9.57,Temperate,Agriculture,7.6,673.0,440.0,,,,,,2000,,,,
1372.0,2004.0,56.48,9.57,Temperate,Agriculture,7.6,673.0,428.0,,,,,,2000,,,,
1373.0,2004.0,56.48,9.57,Temperate,Agriculture,7.6,673.0,395.0,,,,,,2000,,,,
1387.0,2004.5,10.03,-84.13,Tropical,Agriculture,21.0,2300.0,750.0,,,,,,2000,,,,
1388.0,2004.5,10.03,-84.13,Tropical,Agriculture,21.0,2300.0,840.0,,,,,,2000,,,,
1389.0,2002.5,34.78,135.85,Temperate,Forest,15.5,1449.0,581.0,,,,,,2000,,,,
1390.0,2003.0,2.97,102.3,Tropical,Forest,25.0,1804.0,1588.0,,,,,,2000,,,,
1391.0,2004.0,2.97,102.3,Tropical,Forest,25.0,1804.0,1565.0,,,,,,2000,,,,
1392.0,2005.0,2.97,102.3,Tropical,Forest,25.0,1804.0,1526.0,,,,,,2000,,,,
1406.0,2005.0,42.5,-113.42,Temperate,Grassland,8.6,298.0,406.0,,,,,,2000,,,,
1407.0,2003.0,36.02,140.12,Temperate,Agriculture,8.6,900.0,416.0,,,,,,2000,,,,
